Sample	Tool	accuracy_bp	accuracy_seq	adjusted_rand_index_bp	adjusted_rand_index_seq	binning type	f1_score_bp	f1_score_bp_cami1	f1_score_per_bp	f1_score_per_seq	f1_score_seq	f1_score_seq_cami1	misclassification_bp	misclassification_seq	percentage_of_assigned_bps	percentage_of_assigned_seqs	precision_avg_bp	precision_avg_bp_sem	precision_avg_bp_var	precision_avg_seq	precision_avg_seq_sem	precision_weighted_bp	precision_weighted_seq	rand_index_bp	rand_index_seq	rank	recall_avg_bp	recall_avg_bp_cami1	recall_avg_bp_sem	recall_avg_bp_sem_cami1	recall_avg_bp_var	recall_avg_bp_var_cami1	recall_avg_seq	recall_avg_seq_cami1	recall_avg_seq_sem	recall_avg_seq_sem_cami1	recall_weighted_bp	recall_weighted_seq	unifrac_bp	unifrac_seq
sample_0	Gold standard	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
sample_0	MetaBat2_GTDB	0.21957029122025526	0.014860715514928468	0.3132390471499578	0.19936684179320882	genome	0.26797637513987593	0.17142993075807353	0.4315959294143627	0.05810111973703408	0.2033440155244275	0.13862908648956773	0.4023245694719533	0.5908599141951129	0.3673737952156821	0.03632182724333524	0.8682636557620509	0.02645111635144268	0.05597292449900467	0.8302898694204176	0.029938064156705874	0.5976754305280467	0.40914008580488714	0.959880238564885	0.9269556613835339	NA	0.15843791411804015	0.09510358921831953	0.012951868931880463	0.011119577475923487	0.09880528530005153	0.07319784191989442	0.11585941340565219	0.07562815912688951	0.010806237957314942	0.009532622868346453	0.3377448344227324	0.031270918418506585		
sample_0	CONCOCT_GTDB	0.27589579735983516	0.03493833216348278	0.45449697974406056	0.19519592331455665	genome	0.5515983878589146	0.2723578386249919	0.4659604556733542	0.09890863777909704	0.471052691642603	0.22443209545070977	0.4178108351308204	0.5849123428369045	0.4738937342158027	0.08417097343310036	0.6829714411672195	0.02062936609429399	0.0936255639995294	0.6223114321115473	0.022817453648773234	0.5821891648691796	0.4150876571630954	0.9857169292298303	0.9686203015389181	NA	0.46261250423771416	0.17009433937386687	0.0173188425653353	0.013481423627893735	0.17666601929589032	0.11522872844401975	0.3789461971604204	0.13690249216799938	0.016684971225891097	0.011877215306806676	0.3884166465723692	0.056143341472602463		
sample_0	SemiBin_GTDB	0.2728840704775124	0.014036851647592231	0.8785184013755815	0.8118111182145804	genome	0.2166709602894982	0.19770984787274834	0.4220502104241786	0.028564302402957882	0.16417698930433364	0.15393963582411854	0.09580385486833598	0.17844396859386158	0.30179742741302723	0.017085689972438502	0.8242731017911351	0.021769113412174492	0.05876289304526229	0.7826047045000494	0.02321115737374883	0.904196145131664	0.8215560314061384	0.996805813936249	0.993715669410722	NA	0.12472877462088465	0.1123261827010296	0.012014766344907713	0.011450916565067477	0.08502486548008624	0.08011645250006355	0.09170785942849669	0.08536559451270616	0.010108113282252248	0.009638833221362943	0.2752684051556937	0.014534828573983789		
sample_0	DAS Tool_GTDB	0.14666486220029407	0.0021646752106408524	0.9724773178180133	0.9409576630941404	genome	0.12800348076640844	0.11786011733298288	0.2569969694685815	0.004601098620059291	0.11529296886360736	0.10582161637494106	0.016319661159810095	0.07364453464772402	0.14909809255028877	0.0023367651960877305	0.9864860423063011	0.0050527923117307545	0.000970166985528446	0.8618910554449412	0.03971849154395192	0.9836803388401899	0.926355465352276	0.9984104334930697	0.9898042002826738	NA	0.06844216583384842	0.06267403948887668	0.010224367523083568	0.009850452941097891	0.06157270014453366	0.05715150823227784	0.061778457822882875	0.05637140395917458	0.009423800497653187	0.009011780568969424	0.14780649565586496	0.002306276812839268		
sample_1	Gold standard	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
sample_1	MetaBat2_GTDB	0.21860517212793615	0.013889542031400106	0.37709164968193853	0.17224125389196823	genome	0.27418757183885945	0.18825852619379937	0.42464342764559027	0.05757822968098954	0.2096693604242826	0.1526890137423393	0.37202892772378515	0.6123861452653616	0.34811344308513315	0.035833450898985354	0.8562307294919206	0.02484382783567401	0.05863549924521803	0.8135406239881887	0.029908702905302793	0.6279710722762148	0.3876138547346384	0.9735673105469373	0.9318312273637505	NA	0.16322887229721345	0.10575542911528756	0.012644051450681546	0.011300495865104242	0.09912066299423888	0.07981325424827382	0.12034225464650346	0.08425079339936753	0.010740841031370778	0.009703760071598382	0.3207797427931464	0.031098914141244494		
sample_1	CONCOCT_GTDB	0.24150933566647448	0.031398426635674125	0.4071263293526283	0.14912790693852168	genome	0.5084416222883755	0.25614937109520747	0.44160309967626243	0.10143157906111408	0.4253380472206987	0.21131247154386074	0.47232848629798596	0.636031487478341	0.45768878818586245	0.08626687626942912	0.6912172753953834	0.020565535631797468	0.09685354758340547	0.6314032627110792	0.02354790864388788	0.527671513702014	0.363968512521659	0.9849775089484978	0.9639728839932129	NA	0.4021126732203508	0.1572025216832997	0.01645248140886993	0.012764455988062978	0.16782416959571064	0.10948985824304425	0.32068052441456074	0.12688933759750817	0.015716237675814183	0.01127343455960319	0.37967446068627814	0.05892670397416691		
sample_1	SemiBin_GTDB	0.2554078450638391	0.01354524262191558	0.8729647885392929	0.7714324277019087	genome	0.22164325076975816	0.20802911512427458	0.40170538042917325	0.027235495195452816	0.16751882898328227	0.160261787897011	0.10132571055249417	0.1714892305585043	0.2842051320071266	0.01634890350435217	0.8359636608268214	0.01917688801441556	0.052588683850193225	0.7989332242285612	0.02196685763094674	0.8986742894475058	0.8285107694414957	0.9970313899661635	0.9942244244566086	NA	0.12775821442906748	0.11879567845782729	0.011818058949371218	0.011300709611069604	0.08659324074510413	0.08211498224992257	0.0935691130858378	0.08906375336548171	0.009864808995203702	0.009451336100124193	0.2586637456631174	0.013845314952783395		
sample_1	DAS Tool_GTDB	0.13289364263781697	0.0025718885970274926	0.9789013547220465	0.9695414391858931	genome	0.12860222001435	0.1229532141583881	0.2348853203246585	0.005223622414658428	0.11458170321620527	0.10954935379642036	0.011131724311811864	0.037099140641374984	0.13438963096003018	0.002670979646586453	0.9886156998454833	0.0047497434106946726	0.0009475226236323735	0.8838263817690265	0.0371118815302458	0.9888682756881881	0.962900859358625	0.9989039906289771	0.9956122924710658	NA	0.06877429780882824	0.06555298919645886	0.009994629050635197	0.009788688474485437	0.061933418113076635	0.0594074216713249	0.061261935195208186	0.05839358897772978	0.009043604649618652	0.008854604993037642	0.1332704923722892	0.002618914857835135		
sample_2	Gold standard	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
