Sample	Tool	accuracy_bp	accuracy_seq	adjusted_rand_index_bp	adjusted_rand_index_seq	binning type	f1_score_bp	f1_score_bp_cami1	f1_score_per_bp	f1_score_per_seq	f1_score_seq	f1_score_seq_cami1	misclassification_bp	misclassification_seq	percentage_of_assigned_bps	percentage_of_assigned_seqs	precision_avg_bp	precision_avg_bp_sem	precision_avg_bp_var	precision_avg_seq	precision_avg_seq_sem	precision_weighted_bp	precision_weighted_seq	rand_index_bp	rand_index_seq	rank	recall_avg_bp	recall_avg_bp_cami1	recall_avg_bp_sem	recall_avg_bp_sem_cami1	recall_avg_bp_var	recall_avg_bp_var_cami1	recall_avg_seq	recall_avg_seq_cami1	recall_avg_seq_sem	recall_avg_seq_sem_cami1	recall_weighted_bp	recall_weighted_seq	unifrac_bp	unifrac_seq
sample_0	Gold standard	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
sample_0	MetaBat2_GTDB	0.20216566398068408	0.01060589225269856	0.4015437357122761	0.3181128657991801	genome	0.22921985221405797	0.15738468497747102	0.40251271614535683	0.04022868647626608	0.17433726785870338	0.12534596792482441	0.36631398799099835	0.5566067129301799	0.3190312870245466	0.023919830457488352	0.8715636950967759	0.027283388742566177	0.05582874759584902	0.8094427786472861	0.03576943894273404	0.6336860120090017	0.4433932870698201	0.9677694938549563	0.9474318580119192	NA	0.1319629477846799	0.08650254365944891	0.012250587214205669	0.01065905926167226	0.08839528649769421	0.06760124888458553	0.09768869863979024	0.06793284174818445	0.010035259619778962	0.008960633279487503	0.2949227412542595	0.021070182903198707		
sample_0	CONCOCT_GTDB	0.2262289764168716	0.05495632708479565	0.2128257325259925	0.06472768554011925	genome	0.5467303680442216	0.206690930676933	0.390682887854785	0.15569908693831613	0.4664683038254935	0.16992920305239867	0.6573942505880046	0.7833817591385903	0.6603186805975734	0.25370128972636335	0.570226364018011	0.021280625527351243	0.11004620054899089	0.5132869609020463	0.022396732742033295	0.34260574941199534	0.21661824086140963	0.9759030361052861	0.9607449985215579	NA	0.525094035320467	0.1262212892075318	0.015849588318876593	0.011234906017433743	0.14796236597806503	0.08469570897100175	0.4274766942917332	0.10181869133609245	0.015916060308628372	0.009788200220139908	0.4544556915386594	0.12152330803023363		
sample_0	SemiBin_GTDB	0.2683871386633272	0.013560555349288468	0.8791769870148779	0.8212334416792904	genome	0.20688733875492946	0.19413337906049424	0.4202188604764121	0.028185313646145925	0.1565129626108832	0.15129314578424466	0.10175569056650058	0.18638211382113823	0.2987908031753548	0.016666982842492947	0.8191798934383675	0.02371391230902078	0.0663572571659914	0.7843509797384512	0.024854134729285608	0.8982443094334994	0.8136178861788618	0.9967583142923137	0.9938862145562795	NA	0.1183941390820185	0.11011442521125846	0.011777155636865978	0.0114200733508094	0.08169512159313384	0.07903335365474744	0.08692965023665365	0.08372103092433264	0.009895567302953346	0.009634987180866375	0.27426251128337553	0.014341057960449113		
sample_0	DAS Tool_GTDB	0.21707555756513433	0.011380297187209513	0.9288535871054096	0.9043803357554353	genome	0.20532539690101534	0.17037617275442088	0.3684278351060599	0.0250258424714362	0.16978826475579784	0.14015000833877603	0.06523076677463868	0.11960794590911472	0.23222368671263285	0.012926396977720444	0.9515581301166567	0.01352476127787021	0.011158069225026022	0.8420004143537185	0.03293270332819315	0.9347692332253613	0.8803920540908853	0.9973401801604135	0.9921449804046638	NA	0.11507839685102028	0.093564426386946	0.012419312962775673	0.011454234768741084	0.09084696800127966	0.07727650204695043	0.0944132895738848	0.07643637813707117	0.010814740533417574	0.009777947544661821	0.22942679755220297	0.012693330225776641		
sample_1	Gold standard	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
sample_1	MetaBat2_GTDB	0.2069258145201528	0.011554464247725384	0.4939138200515757	0.27892716775157733	genome	0.23785138214035323	0.1782577349997621	0.4002752773139247	0.040673293056590565	0.1809023140218487	0.14211078943369967	0.31195538759443675	0.5060904108933401	0.30074476391391575	0.023393885242487554	0.8647689304371788	0.023653931635461988	0.050355763363359854	0.8014080402201006	0.03091976703361022	0.6880446124055632	0.49390958910665994	0.9803009623656472	0.9472926467307518	NA	0.1378885498185143	0.09937067346298219	0.012104734733152446	0.010901450934829757	0.0908452538351921	0.07439486193529736	0.10195876316516109	0.07796831431733736	0.010074280293114392	0.009166382657616101	0.28223335887067585	0.021209963297123113		
sample_1	CONCOCT_GTDB	0.2120323225883745	0.053326660082990154	0.18835324447842255	0.051072851027178554	genome	0.49293513795181837	0.20721785534973539	0.366421258216329	0.15121344756287447	0.4085468992074239	0.16760685258364344	0.6809478079950331	0.805049068265777	0.6645693961728795	0.2735388828799778	0.5264723018629348	0.021336485311752747	0.11335615575920152	0.4625255633762626	0.022463226711509066	0.319052192004967	0.19495093173422295	0.978298355349711	0.9626616358100569	NA	0.463414839582953	0.12899492832944717	0.014704281586946503	0.010963671762993411	0.1340538561326927	0.08257884168781474	0.36585060614056353	0.10234740239080252	0.014794014601631308	0.009486297882653816	0.4303083060077543	0.1235049567918237		
sample_1	SemiBin_GTDB	0.25709682732299644	0.01385931086373805	0.8754260330678728	0.7795055024434276	genome	0.2193818683432075	0.2082681501530422	0.4029185928321515	0.026916426598858366	0.16514773546412964	0.15925962876381533	0.09394542719512933	0.14719762995625063	0.28375424068232724	0.016251491964107766	0.8384286021970017	0.018771343481828004	0.051797410408576695	0.8097960046454477	0.020222245984186853	0.9060545728048707	0.8528023700437494	0.9970767343611364	0.9945420124676301	NA	0.1262018153396399	0.11890186264885486	0.01176697461900654	0.011254538334266508	0.08584624884429336	0.08182535299388842	0.0919498799381463	0.08831401179210059	0.009790970459105187	0.009380900759023467	0.25906094302442606	0.013674005002698412		
sample_1	DAS Tool_GTDB	0.19850676959210675	0.009949413179445494	0.9074008615260359	0.7568935294705478	genome	0.2249321794642697	0.18147069089530926	0.33773549804589165	0.023801139365279136	0.18876806934665172	0.15034120039270432	0.07406984615265622	0.21157002794907054	0.21438633223822426	0.012619273153155574	0.9375316167834274	0.016120320879438398	0.018190532167924028	0.8347714586475141	0.029414039889174425	0.9259301538473438	0.7884299720509295	0.9969495827484052	0.983749324458828	NA	0.12779653431493251	0.10045775825483232	0.01262343133306244	0.01148830843205191	0.09879763154473638	0.08182836299057213	0.10641604077277865	0.08260953219730004	0.01103398840932395	0.009821126032271536	0.2065348111810397	0.012082949845373175		
